BV,b,l,SAO,SPtype,Vmag,name,J2000_a,J2000_d,RAhms,DEdms
-0.04,-23.36,166.05,76159,B8V,5.76,21    Tau,56.47666667,24.55472222,24 33    17,-23.36166.05  3 45
-0.02,-23.36,166.09,76164,A0Vn,6.43,22    Tau,56.51208333,24.52805556,24 31    41,-23.36166.09  3 46
-0.12,-36.39,181.28,111400,B3V,5.35,29    Tau,56.41833333,6.05, 6  3     0,-36.39181.28  3 45
1.15,-35.59,293.48,256005,K2III,6.29,         ,54.125,-78.32305556,78 19    23,-35.59293.48  3 36
1.88,8.75,140.02,12916,M2+IIab,4.47,         ,57.38,65.52611111,65 31    34,8.75140.02  3 49
-0.06,-23.75,166.57,76172,B6IVe,4.18,23    Tau,56.58166667,23.94833333,23 56    54,-23.75166.57  3 46
1.06,-52.14,245.19,216459,K1III,6.45,         ,56.02583333,-40.66027778,40 39    37,-52.14245.19  3 44
0.18,7.03,141.45,12917,A5Vn,5.85,         ,57.40291667,63.29722222,63 17    50,7.03141.45  3 49
0.99,-35.81,180.67,111407,G9III,5.91,         ,56.53958333,6.803055556, 6 48    11,-35.81180.67  3 46
0.06,-2.9,149.16,24231,B8Vne,6.14,         ,57.07625,50.73666667,50 44    12,-2.9149.16  3 48
0.06,2.19,145.3,24244,A0Vn,6.46,         ,57.33166667,57.11805556,57  7     5,2.19145.3  3 49
1.63,-46.47,201.55,149158,M2III,4.42,26Pi  Eri,56.53541667,-12.10166667,12  6     6,-46.47201.55  3 46
0.08,-16.25,160.08,56709,B2.5V,6.57,         ,56.96916667,33.6,33 36     0,-16.25160.08  3 47
0.47,-17.33,161.02,56707,G0,6.25,         ,56.95375,32.195,32 11    42,-17.33161.02  3 47
-0.09,-23.45,166.67,76199,B7IIIe,2.87,25Eta Tau,56.87125,24.105,24  6    18,-23.45166.67  3 47
-0.08,11.18,138.26,12929,B9IVp,6.32,         ,57.92416667,68.5075,68 30    27,11.18138.26  3 51
1.02,-50.51,256.76,216469,G8-K0III,6.49,         ,56.21083333,-48.06138889,48  3    41,-50.51256.76  3 44
1.04,-48.46,265.8,233252,K1III,6.3,         ,56.14083333,-54.27388889,54 16    26,-48.46265.8  3 44
0.96,-50.63,255.67,216470,K1III,5.73,         ,56.31583333,-47.35972222,47 21    35,-50.63255.67  3 45
0.29,-8.1,153.52,39128,A9IV,6.02,         ,57.28416667,43.96305556,43 57    47,-8.1153.52  3 49
0.12,-51.61,226.81,168820,A3V,5.9,  Sig For,56.61416667,-29.33805556,29 20    17,-51.61226.81  3 46
-0.07,-23.83,167.33,76215,B8V,5.45,         ,57.08708333,23.42111111,23 25    16,-23.83167.33  3 48
0.42,-50.32,217.34,168827,F3III,4.23,27Tau6Eri,56.71208333,-23.24972222,23 14    59,-50.32217.34  3 46
-0.13,-32.53,177.17,93611,B3V+F5V,5.07,30    Tau,57.06791667,11.14333333,11  8    36,-32.53177.17  3 48
1.13,-43.54,279.24,248877,K2+III,3.85,  Bet Ret,56.05,-64.80694444,64 48    25,-43.54279.24  3 44
0.76,-7.22,153.02,39134,G2III+F2:V,5.66,         ,57.51875,44.96777778,44 58     4,-7.22153.02  3 50
0.07,-16.42,160.7,56727,A3V,5.11,42    Per,57.38583333,33.09138889,33  5    29,-16.42160.7  3 49
-0.09,-23.23,167.01,76228,B8III,3.63,27    Tau,57.29041667,24.05333333,24  3    12,-23.23167.01  3 49
0.49,-51.5,227.75,194531,F8V,6.55,         ,56.83375,-29.90194444,29 54     7,-51.5227.75  3 47
-0.08,-23.17,166.96,76229,B8Vpe,5.09,28    Tau,57.29666667,24.13666667,24  8    12,-23.17166.96  3 49
0.07,-50.3,218.37,168836,A2,5.24,28Tau7Eri,56.915,-23.87472222,23 52    29,-50.3218.37  3 47
1.23,-39.43,187.65,111433,K3III,5.91,         ,57.16208333,0.227777778, 0 13    40,-39.43187.65  3 48
-0.05,-23.4,167.37,76244,B8V,6.17,         ,57.43125,23.71166667,23 42    42,-23.4167.37  3 49
0.98,-51.4,228.19,194535,G6III,5.54,  Rho For,56.98333333,-30.16777778,30 10     4,-51.4228.19  3 47
-0.01,-24.44,168.5,76250,B8III,6.07,         ,57.47916667,22.24444444,22 14    40,-24.44168.5  3 49
-0.1,-51.73,237.74,194537,B8V,6.21,         ,56.95666667,-36.10583333,36  6    21,-51.73237.74  3 47
1.64,-49.27,214.04,168851,K5III,5.81,         ,57.14916667,-20.90305556,20 54    11,-49.27214.04  3 48
0.21,-21.93,166.1,76256,A2V+A5V,5.26,         ,57.57875,25.57944444,25 34    46,-21.93166.1  3 50
0.01,-51.53,240.17,194550,A1V,5.4,         ,57.1475,-37.62222222,37 37    20,-51.53240.17  3 48
-0.03,-51.53,240.17,194551,B9V,4.73,         ,57.14958333,-37.62055556,37 37    14,-51.53240.17  3 48
0,-15.14,160.23,56761,B1V,5.77,         ,57.97375,34.35916667,34 21    33,-15.14160.23  3 51
0.18,3.22,145.22,24276,A5m,5.8,         ,58.43041667,57.975,57 58    30,3.22145.22  3 53
-0.07,-30.7,176.12,93637,B9pSi,6.3,         ,57.81583333,13.04583333,13  2    45,-30.7176.12  3 51
0.95,-51.4,237.88,194559,G9II-III,4.17,         ,57.36375,-36.20027778,36 12     1,-51.4237.88  3 49
0.3,13.96,136.36,5040,A5m,6.34,         ,59.12583333,71.82166667,71 49    18,13.96136.36  3 56
0.2,-17.52,162.44,56762,A5V,6.25,         ,58.01791667,31.16833333,31 10     6,-17.52162.44  3 52
1.05,-3.98,151.15,39175,K0III,5.76,         ,58.41125,48.65055556,48 39     2,-3.98151.15  3 53
0.06,-34.88,182.07,111469,B5V,5.67,31    Tau,58.00083333,6.534722222, 6 32     5,-34.88182.07  3 52
-0.04,-51.16,238.24,194570,B9.5V,6.86,         ,57.65666667,-36.42527778,36 25    31,-51.16238.24  3 50
0.34,-27.41,172.94,93650,F4V,5.97,         ,58.29166667,17.32694444,17 19    37,-27.41172.94  3 53
-0.1,-41.74,194.49,130789,B8V,5.48,30    Eri,58.17333333,-5.361388889, 5 21    41,-41.74194.49  3 52
0.12,-16.69,162.29,56799,B1Ib,2.85,44Zet Per,58.53291667,31.88361111,31 53     1,-16.69162.29  3 54
-0.09,7.42,142.28,12969,B9.5V,5.03,         ,59.35625,63.07222222,63  4    20,7.42142.28  3 57
1.45,5.9,143.53,12968,K3I-II+A3V:,5,         ,59.28458333,61.10888889,61  6    32,5.9143.53  3 57
0.88,-47.44,211.06,149229,gK+F,6.22,         ,58.30416667,-18.43444444,18 26     4,-47.44211.06  3 53
-0.08,-4.33,151.94,39195,B6V,5.37,         ,58.9925,47.87138889,47 52    17,-4.33151.94  3 55
1.62,-37.8,289.13,256029,M2III,3.24,  Gam Hyi,56.80958333,-74.23888889,74 14    20,-37.8289.13  3 47
0.29,-17.14,163.08,56815,O9.5ep,6.1,         ,58.84583333,31.04583333,31  2    45,-17.14163.08  3 55
0.41,-2.1,150.2,24314,F5IV,5.28,43    Per,59.15208333,50.69527778,50 41    43,-2.1150.2  3 56
0.09,-40.1,192.09,130805,A2V,6.14,32    Eri,58.5725,-2.952777778, 2 57    10,-40.1192.09  3 54
0.94,-40.1,192.1,130806,G8III,4.79,32    Eri,58.57291667,-2.954722222, 2 57    17,-40.1192.1  3 54
-0.13,-49.14,220,168925,B6V,4.65,33Tau8Eri,58.4275,-24.6125,24 36    45,-49.14220.0  3 53
-0.13,-50.53,235.57,194608,B6V,5.11,         ,58.41208333,-34.73222222,34 43    56,-50.53235.57  3 53
-0.03,-13.97,160.47,56824,B1.5V,5.49,         ,59.11958333,35.08111111,35  4    52,-13.97160.47  3 56
1.24,-49.37,254.43,216540,K2III,5.93,         ,58.38875,-46.89361111,46 53    37,-49.37254.43  3 53
0.32,-44.47,202.97,149251,A5pSrCrEu,6,         ,58.81791667,-12.09916667,12  5    57,-44.47202.97  3 55
0.3,-23.16,169.59,76339,F2IV,5.63,32    Tau,59.21708333,22.47805556,22 28    41,-23.16169.59  3 56
0.6,-50.23,244.38,216546,K0III+A3V,5.71,         ,58.59666667,-40.35722222,40 21    26,-50.23244.38  3 54
-0.18,-10.09,157.35,56840,B0.5V+A2V,2.89,45Eps Per,59.46333333,40.01027778,40  0    37,-10.09157.35  3 57
0.02,-22.63,169.1,76343,B9.5IV,6.06,33    Tau,59.26583333,23.17555556,23 10    32,-22.63169.1  3 57
1.37,-21.64,168.19,76350,K0,6.16,         ,59.36,24.46194444,24 27    43,-21.64168.19  3 57
0.23,-13.96,160.9,56847,A8V,6.53,         ,59.51291667,34.81444444,34 48    52,-13.96160.9  3 58
0.06,-34.22,183.49,111516,A2Vn,6.09,         ,59.25708333,6.04, 6  2    24,-34.22183.49  3 57
0.28,-43.1,200.29,130833,F1V,6.19,         ,59.15791667,-9.750833333, 9 45     3,-43.1200.29  3 56
1.08,-10.89,158.23,56849,gK1,6.3,         ,59.62125,38.84027778,38 50    25,-10.89158.23  3 58
0.16,-47.64,262.79,233321,A4V,6.46,         ,58.64166667,-52.69055556,52 41    26,-47.64262.79  3 54
0.01,-13.11,160.37,56856,O7.5III(n)((f)),4.04,46Xi  Per,59.74125,35.79111111,35 47    28,-13.11160.37  3 58
0.1,-10.75,158.42,56866,A1Vp:,6.38,         ,59.91666667,38.82055556,38 49    14,-10.75158.42  3 59
0.56,20.91,130.51,650,G8III+A6V,5.1,         ,62.51166667,80.69861111,80 41    55,20.91130.51  4 10
1.59,-44.47,205.16,149283,M0.5IIICa-1Cr-1,2.95,34Gam Eri,59.5075,-13.50861111,13 30    31,-44.47205.16  3 58
1,-40.48,195.68,130860,G9V,5.83,         ,59.71791667,-5.47, 5 28    12,-40.48195.68  3 58
0.42,-30.98,180.07,93710,F5V,6.37,         ,59.91958333,10.33083333,10 19    51,-30.98180.07  3 59
-0.01,-11.91,159.9,56899,A0V,6.41,         ,60.31125,36.99,36 59    24,-11.91159.9  4  1
1.48,-43.75,204.2,149299,K5III,5.6,         ,59.87541667,-12.57416667,12 34    27,-43.75204.2  3 59
1.1,-43.11,276.74,248912,K1-2III,6.14,         ,59.01666667,-63.46361111,63 27    49,-43.11276.74  3 56
0.06,-26.15,174.34,93716,A0V,6.32,         ,60.15375,17.29666667,17 17    48,-26.15174.34  4  0
0.32,-25.5,173.65,93721,F4V,5.89,         ,60.20333333,18.19388889,18 11    38,-25.5173.65  4  0
-0.12,-29.38,178.37,93719,B3V+A4IV,3.47,35Lam Tau,60.17,12.49027778,12 29    25,-29.38178.37  4  0
-0.13,-47.62,219.65,169017,B6V+B9.5V,4.66,36Tau9Eri,59.98125,-24.01638889,24  0    59,-47.62219.65  3 59
1.54,12.18,139.15,13006,K2III,5.87,         ,61.51291667,68.68,68 40    48,12.18139.15  4  6
0.5,5.03,145.51,24384,F0II,5.06,         ,61.11333333,59.15555556,59  9    20,5.03145.51  4  4
0.02,-30.8,180.76,111566,B5V,5.67,         ,60.44208333,9.997777778, 9 59    52,-30.8180.76  4  1
-0.15,-37.81,191.88,130878,B5V,5.28,35    Eri,60.38333333,-1.549722222, 1 32    59,-37.81191.88  4  1
0.44,-45.53,268.5,233347,F2IV,6.05,         ,59.67875,-57.1025,57  6     9,-45.53268.5  3 58
0.04,-48.71,229.23,194689,A2V,5.93,         ,60.16958333,-30.49083333,30 29    27,-48.71229.23  4  0
1.62,-43.78,274.02,248918,M2IIIab,4.56,  Del Ret,59.68625,-61.40027778,61 24     1,-43.78274.02  3 58
0.14,9.91,141.38,13015,A3m,6.17,         ,61.6625,65.52083333,65 31    15,9.91141.38  4  6
0.5,-36.87,190.74,130893,F5V,5.38,         ,60.65291667,-0.268888889, 0 16     8,-36.87190.74  4  2
1.64,-47.14,260.82,233354,M1III,6.51,         ,60.06541667,-51.56472222,51 33    53,-47.14260.82  4  0
0.03,-33.06,184.68,111579,A1V,3.91,38Nu  Tau,60.78916667,5.989166667, 5 59    21,-33.06184.68  4  3
0.86,-20.79,169.67,76425,G0III+A4V,5.47,36    Tau,61.09041667,24.10583333,24  6    21,-20.79169.67  4  4
-0.08,-33.28,185.31,111585,B3V,5.33,40    Tau,60.93583333,5.435555556, 5 26     8,-33.28185.31  4  3
0.37,-31.53,182.78,111586,F2V,5.46,         ,60.98583333,8.197222222, 8 11    50,-31.53182.78  4  3
0.99,1.4,149.18,24411,K0III-IV,6.31,         ,61.6525,54.00861111,54  0    31,1.4149.18  4  6
1.07,-22.15,171.28,76430,K0+III-IIIaFe-0.2,4.36,37    Tau,61.17375,22.08194444,22  4    55,-22.15171.28  4  4
0.5,-34.77,187.9,111590,F6IV,5.36,         ,61.04125,2.826944444, 2 49    37,-34.77187.9  4  4
-0.18,-45.74,214.57,169071,B2.5V,6.46,         ,60.85291667,-20.14416667,20  8    39,-45.74214.57  4  3
1.22,-45.7,214.62,169078,K2II,7.01,         ,60.90333333,-20.15833333,20  9    30,-45.7214.62  4  3
0.42,7.66,143.68,13031,B0III,6.99,         ,61.96291667,62.33,62 19    48,7.66143.68  4  7
0.02,-1.32,151.63,24412,A0IVn,4.29,47Lam Per,61.64583333,50.35138889,50 21     5,-1.32151.63  4  6
0.62,-22.1,171.44,76438,G5V,5.9,39    Tau,61.33416667,22.00888889,22  0    32,-22.1171.44  4  5
1.26,-44.34,209.94,149345,K2,6.39,         ,61.03625,-16.58888889,16 35    20,-44.34209.94  4  4
1.65,-43.21,274.81,248925,M4III,4.51,  Gam Ret,60.22416667,-62.15944444,62  9    34,-43.21274.81  4  0
1.08,-42.77,205.17,149351,gK0,5.61,         ,61.09458333,-12.7925,12 47    33,-42.77205.17  4  4
1.42,-43.64,273.44,248927,K4III,4.97,  Iot Ret,60.32583333,-61.07888889,61  4    44,-43.64273.44  4  1
1.16,-45.53,215.03,169095,K0,6.13,         ,61.17083333,-20.38166667,20 22    54,-45.53215.03  4  4
-0.13,-17.96,167.43,76455,B9pSi,5.2,41    Tau,61.65166667,27.6,27 36     0,-17.96167.43  4  6
0.34,-16.9,166.46,76461,F1V,5.23,42Psi Tau,61.75208333,29.00138889,29  0     5,-16.9166.46  4  7
1.14,6.01,145.48,24436,G8IIa,6.28,         ,62.365,59.90805556,59 54    29,6.01145.48  4  9
-0.01,-30.56,299.2,258356,B9.5IV,6.41,         ,55.63375,-85.26222222,85 15    44,-30.56299.2  3 42
0.06,-40.65,200.7,130948,A3V,6.26,         ,61.48541667,-8.856111111, 8 51    22,-40.65200.7  4  5
-0.03,-3.04,153.65,39336,B3Ve,4.04,48    Per,62.16541667,47.7125,47 42    45,-3.04153.65  4  8
0.92,-45.33,215.32,169111,G5,6.34,         ,61.44458333,-20.51222222,20 30    44,-45.33215.32  4  5
0.31,-47.18,225.31,169110,F1IV,5.59,         ,61.40583333,-27.65166667,27 39     6,-47.18225.31  4  5
0.95,-10.42,160.43,57000,K1III,6.09,49    Per,62.06375,37.72777778,37 43    40,-10.42160.43  4  8
0.46,-10.15,160.27,57006,F7V,5.51,50    Per,62.1525,38.03972222,38  2    23,-10.15160.27  4  8
0.4,-26.33,177.38,93775,F3V,6.01,         ,61.925,15.16277778,15  9    46,-26.33177.38  4  7
1.5,-24.83,175.63,93777,K5IIIb,5.89,         ,61.9975,17.33972222,17 20    23,-24.83175.63  4  7
1.01,15.1,137.15,5125,K1III,6.03,         ,63.43708333,72.12638889,72  7    35,15.1137.15  4 13
1.18,12.48,139.73,13061,K0,6.32,         ,63.215,68.50166667,68 30     6,12.48139.73  4 12
1.07,-23.09,174,93785,K2III,5.5,43Ome1Tau,62.29166667,19.60916667,19 36    33,-23.09174.0  4  9
0.05,-27.24,179.11,93784,B9.5V,5.95,         ,62.25666667,13.39833333,13 23    54,-27.24179.11  4  9
0.93,-47.57,247.93,216655,K0III,6.59,         ,61.85458333,-42.91694444,42 55     1,-47.57247.93  4  7
1.44,-13.03,163.77,57047,K1II-III,5.72,         ,62.74583333,33.58666667,33 35    12,-13.03163.77  4 10
0.34,-18.08,168.96,76485,F2IV-V,5.41,44    Tau,62.70791667,26.48083333,26 28    51,-18.08168.96  4 10
-0.15,-43.12,210.32,149412,B4V,5.37,         ,62.32416667,-16.38583333,16 23     9,-43.12210.32  4  9
-0.13,23.4,128.4,685,B5V,5.57,         ,67.05416667,83.80777778,83 48    28,23.4128.4  4 28
0.94,-38.76,199.19,131001,G8III,5.44,37    Eri,62.59375,-6.923888889, 6 55    26,-38.76199.19  4 10
0.38,-47.02,252.21,216667,F2V,6.59,         ,62.14125,-45.86472222,45 51    53,-47.02252.21  4  8
0.36,-31.73,186.58,111648,F4V,5.72,45    Tau,62.83458333,5.523055556, 5 31    23,-31.73186.58  4 11
1.06,-39.58,201.4,131005,gG9,5.7,         ,62.69875,-8.819722222, 8 49    11,-39.58201.4  4 10
0.64,-41.65,276.89,248945,G3V,6.38,         ,61.84,-64.2225,64 13    21,-41.65276.89  4  7
1.08,-24.06,176.47,93810,K0III,6.09,         ,63.13083333,17.2775,17 16    39,-24.06176.47  4 12
0.61,4.73,147.69,24495,A4III,6.08,         ,63.7575,57.46027778,57 27    37,4.73147.69  4 15
0.19,-20.55,172.42,76505,B9IIIp:Si:,6.12,         ,63.21333333,22.41361111,22 24    49,-20.55172.42  4 12
0.33,-38.39,199.32,131019,F2II-III,4.04,38Omi1Eri,62.96625,-6.8375, 6 50    15,-38.39199.32  4 11
1.07,-47.05,236.63,194810,K1+IIIaCH-1.5,6.44,         ,62.69083333,-35.27388889,35 16    26,-47.05236.63  4 10
0.18,-43.99,215.72,169206,A2m,5.79,         ,62.90083333,-20.35611111,20 21    22,-43.99215.72  4 11
0.33,-47.02,246.5,216682,A9V,4.93,  Del Hor,62.71083333,-41.99361111,41 59    37,-47.02246.5  4 10
0.95,-1.82,153.94,39404,G0Ib,4.14,51Mu  Per,63.72458333,48.40944444,48 24    34,-1.82153.94  4 14
0.87,23.15,128.84,693,G8III,5.46,         ,67.50041667,83.34055556,83 20    26,23.15128.84  4 30
-0.14,8.04,144.78,13075,B5Vn,5.7,         ,64.22333333,61.85027778,61 51     1,8.04144.78  4 16
1.01,-7.54,159.45,39409,G5Ib+A2V,4.71,52    Per,63.72208333,40.48361111,40 29     1,-7.54159.45  4 14
0.05,-28.42,182.69,93821,B8Vn,6.23,         ,63.395,10.21222222,10 12    44,-28.42182.69  4 13
0.16,-29.25,183.86,111671,A2m,6.51,         ,63.38041667,8.890555556, 8 53    26,-29.25183.86  4 13
0.36,-29.96,184.93,111672,F2V+F5V,5.29,46    Tau,63.38791667,7.716111111, 7 42    58,-29.96184.93  4 13
1.16,-26.76,180.51,93823,K0,6.25,         ,63.45791667,12.75333333,12 45    12,-26.76180.51  4 13
0.8,-28.94,183.6,111674,G5III+A7V?,4.84,47    Tau,63.485,9.263611111, 9 15    49,-28.94183.6  4 13
-0.13,-35.07,193.54,131041,B5IV,6.44,         ,63.40916667,-1.149722222, 1  8    59,-35.07193.54  4 13
1.09,5.21,147.62,24514,K1III,5.71,         ,64.28416667,57.86055556,57 51    38,5.21147.62  4 17
0.05,2.13,150.54,24512,A2Vn,5.19,         ,64.17958333,53.61194444,53 36    43,2.13150.54  4 16
-0.1,-28.34,183.04,111680,B9Vn,5.22,         ,63.65125,10.01111111,10  0    40,-28.34183.04  4 14
1.48,-46.51,249.91,216694,K3-4III,6.71,         ,63.13166667,-44.36833333,44 22     6,-46.51249.91  4 12
1.17,21.5,130.89,691,gG6,5.43,         ,66.76166667,80.82416667,80 49    27,21.5130.89  4 27
1.17,-39.45,203.58,149478,K3III,4.87,39    Eri,63.59875,-10.25638889,10 15    23,-39.45203.58  4 14
0.4,-24.7,178.59,93836,F5V,6.32,48    Tau,63.94291667,15.40055556,15 24     2,-24.7178.59  4 15
-0.06,-28.85,184.21,111696,B3IV,4.29,49Mu  Tau,63.88375,8.892222222, 8 53    32,-28.85184.21  4 15
0.7,-30.5,186.66,111695,G5IV,6.93,         ,63.8575,6.199722222, 6 11    59,-30.5186.66  4 15
0.59,-30.5,186.68,111698,G0IV,6.31,         ,63.87166667,6.186666667, 6 11    12,-30.5186.68  4 15
1.46,-46.58,244.07,216705,K3III,6.37,         ,63.39875,-40.35777778,40 21    28,-46.58244.07  4 13
0.04,-0.09,153.02,24531,A2V,4.61,         ,64.56083333,50.29555556,50 17    44,-0.09153.02  4 18
0.82,-38,200.72,131063,K1-V,4.43,40Omi2Eri,63.81791667,-7.652777778, 7 39    10,-38.0200.72  4 15
1.1,-46.41,246.88,216710,K1III,3.86,  Alp Hor,63.50041667,-42.29444444,42 17    40,-46.41246.88  4 14
0.81,10.66,142.72,13098,G5IIb,5.27,         ,65.16791667,65.14055556,65  8    26,10.66142.72  4 20
-0.08,-5.93,158.72,39447,B9V,6.22,         ,64.53416667,42.14111111,42  8    28,-5.93158.72  4 18
0.26,-21.03,174.61,76532,A3m,4.94,50Ome2Tau,64.315,20.57861111,20 34    43,-21.03174.61  4 17
0.22,-0.16,153.3,39457,A7V,5.45,         ,64.80541667,50.04888889,50  2    56,-0.16153.3  4 19
0.28,-20.17,173.99,76541,F0V,5.65,51    Tau,64.59666667,21.57916667,21 34    45,-20.17173.99  4 18
1.08,-37.03,199.76,131092,gG8,5.94,         ,64.33,-6.471944444, 6 28    19,-37.03199.76  4 17
-0.01,0.57,152.8,24544,B1.5IV,5.55,         ,65.04791667,50.92083333,50 55    15,0.57152.8  4 20
0.16,-27.93,184.17,111729,A4III,6.54,         ,64.60208333,9.486666667, 9 29    12,-27.93184.17  4 18
1.49,7.67,146,13113,M0III,5.39,         ,65.44833333,60.73555556,60 44     8,7.67146.0  4 21
0.91,-41.65,274.32,248969,G8II-III,3.35,  Alp Ret,63.60625,-62.47388889,62 28    26,-41.65274.32  4 14
0.94,-5.89,159.24,39468,K0III,5.92,         ,65.06,41.80805556,41 48    29,-5.89159.24  4 20
0.3,-44.79,259.84,233457,F4III,4.25,  Gam Dor,64.00666667,-51.48666667,51 29    12,-44.79259.84  4 16
-0.08,-20.28,174.52,76548,B9IV,5.35,53    Tau,64.85875,21.14222222,21  8    32,-20.28174.52  4 19
1.1,-41.72,273.94,248973,K0III,5.45,         ,63.70291667,-62.19194444,62 11    31,-41.72273.94  4 14
-0.14,-19.83,174.04,76551,A0pSi,5.38,56    Tau,64.90291667,21.77361111,21 46    25,-19.83174.04  4 19
0.94,-10.95,164.47,57171,G8III,4.93,54    Per,65.1025,34.56666667,34 34     0,-10.95164.47  4 20
1.71,-12.81,166.35,57166,K5,6.16,         ,65.04166667,31.95333333,31 57    12,-12.81166.35  4 20
1.67,-42.62,216.87,169317,G8III,6,         ,64.56625,-20.71555556,20 42    56,-42.62216.87  4 18
0.99,-23.82,179.08,93868,K0-IIIabCN1,3.65,54Gam Tau,64.94833333,15.6275,15 37    39,-23.82179.08  4 19
-0.12,-45.47,234.67,194902,B9V,3.56,41Ups4Eri,64.47375,-33.79833333,33 47    54,-45.47234.67  4 17
1.15,-15.94,169.83,76558,K1III,4.95,52Phi Tau,65.08875,27.35083333,27 21     3,-15.94169.83  4 20
1.43,-27.3,183.81,93866,K0,6.31,         ,64.90625,10.12138889,10  7    17,-27.3183.81  4 19
-0.03,-2.4,156.08,39483,B4IV,4.85,53    Per,65.38833333,46.49888889,46 29    56,-2.4156.08  4 21
0.28,-24.8,180.46,93872,F0IV,5.59,57    Tau,64.99041667,14.03527778,14  2     7,-24.8180.46  4 19
0.3,-43.21,219.84,169325,Am,6.07,         ,64.65583333,-22.97027778,22 58    13,-43.21219.84  4 18
0.37,-21.69,176.61,93874,F3:V,6.12,         ,65.10458333,18.7425,18 44    33,-21.69176.61  4 20
1.08,-42.56,270.2,233463,K2IVa,4.44,  Eps Ret,64.12041667,-59.30194444,59 18     7,-42.56270.2  4 16
0.22,-24.01,179.67,93876,F0V,5.26,58    Tau,65.15125,15.09527778,15  5    43,-24.01179.67  4 20
0.07,-42.01,272.3,248977,ApEuCrSr:,6.37,         ,64.08791667,-60.94861111,60 56    55,-42.01272.3  4 16
0.46,-24.74,180.76,93878,F6V,6.17,         ,65.22,13.86416667,13 51    51,-24.74180.76  4 20
0.13,-45.24,234.86,194923,A3V,6.37,         ,64.7625,-33.905,33 54    18,-45.24234.86  4 19
0.92,-29.49,187.61,111756,G8III-IV,5.77,         ,65.17166667,6.130833333, 6  7    51,-29.49187.61  4 20
0.15,-27.62,184.81,111759,A4V,6.53,         ,65.20416667,9.225555556, 9 13    32,-27.62184.81  4 20
0.91,-36.2,200.02,131129,G8IV:,6.27,         ,65.16125,-6.245555556, 6 14    44,-36.2200.02  4 20
-0.13,-36.83,201.5,131132,B5III,5.85,         ,65.17833333,-7.5925, 7 35    33,-36.83201.5  4 20
1.08,-45.32,249.61,216749,K2III,5.34,         ,64.81916667,-44.26805556,44 16     5,-45.32249.61  4 19
0.49,-44.09,261.59,233476,F7IV-V,6.09,         ,64.66666667,-52.86,52 51    36,-44.09261.59  4 18
1.32,-32.85,193.75,131140,K3III,5.86,         ,65.36291667,-0.098055556, 0  5    53,-32.85193.75  4 21
-0.02,-42.07,217.01,169354,A2V,5.38,         ,65.1625,-20.63972222,20 38    23,-42.07217.01  4 20
0.32,-24.38,180.78,93892,A3m,5.72,60    Tau,65.51458333,14.07722222,14  4    38,-24.38180.78  4 22
-0.05,-16.74,171.51,76573,B9V,5.37,59Chi Tau,65.64541667,25.62916667,25 37    45,-16.74171.51  4 22
1.66,-19.97,175.26,76571,"M0IIIab+A,F",5.91,         ,65.595,20.82138889,20 49    17,-19.97175.26  4 22
0,-5.01,159.24,39501,A1pSi,6.23,         ,65.89958333,42.42805556,42 25    41,-5.01159.24  4 23
-0.07,-41.01,275.09,248986,B9III-IV,5.87,  The Ret,64.4175,-63.25555556,63 15    20,-41.01275.09  4 17
0.98,-22.01,178.01,93897,K0-IIICN0.5,3.76,61Del1Tau,65.73375,17.5425,17 32    33,-22.01178.01  4 22
0.35,-43.3,223.73,169368,F0IV-V,6.01,         ,65.38041667,-25.72833333,25 43    42,-43.3223.73  4 21
